realistic,investigative,artistic,social,enterprising,conventional,extraversion,agreeableness,conscientiousness,emotional_stability,openness,major
3.75,3.75,1.0,3.25,4.125,3.875,-2,2,2,0,-4,business
2.875,3.0,4.0,4.0,4.625,3.125,0,-2,0,-1,4,physical education
1.25,2.0,2.75,3.125,1.75,1.375,5,4,5,5,3,economics
1.25,1.75,1.625,2.0,2.375,2.5,1,0,-3,-3,2,history
2.375,4.25,2.75,2.625,2.375,2.125,1,-1,2,-3,5,electrical engineering
1.625,3.0,3.0,2.375,1.75,2.5,-4,6,4,3,2,fine arts
3.5,4.25,4.125,4.125,2.625,2.5,-2,4,1,4,3,environmental science
3.375,1.875,3.25,3.125,4.25,3.25,0,-1,4,6,1,property management
2.25,3.625,2.25,4.5,2.0,3.125,-4,-1,3,-3,2,criminal justice
2.125,1.875,2.75,3.25,2.75,3.875,-2,2,4,0,0,religion
2.5,2.25,2.75,3.375,2.75,2.625,5,3,1,2,1,management
1.0,1.125,1.0,1.375,1.0,1.125,3,1,4,0,-3,geoinformation
2.5,2.25,2.0,3.75,3.5,2.875,4,5,3,5,6,dental assisting
1.625,4.375,3.5,3.875,2.5,1.5,1,5,5,-1,3,mathematics
2.875,2.75,2.625,1.75,1.5,1.375,-4,-1,-2,4,3,computer science
2.0,2.75,3.25,3.875,3.125,2.5,0,2,-4,-2,3,civil law
1.0,3.25,3.0,2.75,2.0,3.75,-1,4,0,-2,4,graphic design
3.0,4.0,3.25,3.5,3.5,3.25,-3,1,3,-4,4,philosophy
3.125,2.75,1.625,2.25,2.375,2.125,0,1,-1,3,2,robotic engineering
1.0,4.375,3.375,2.625,1.375,1.25,-3,2,-1,-6,6,english
1.5,1.75,3.25,2.75,1.5,1.0,-3,-1,1,1,3,educational science
2.875,1.625,4.5,4.375,3.875,2.875,-3,-1,3,-6,-2,property management
1.25,3.375,4.5,4.25,1.125,1.125,-3,6,6,6,0,music
2.0,2.875,1.5,3.625,2.25,2.375,1,2,5,4,2,nursing
3.75,2.875,2.125,3.25,2.75,3.625,-3,-2,4,2,3,gis
2.125,1.125,1.875,2.375,1.25,1.0,-2,6,3,3,6,history
1.5,1.5,2.125,5.0,3.25,2.5,3,0,-6,-3,5,cs
2.625,2.125,2.0,4.625,2.75,4.125,-1,2,1,-1,1,biblical literatureeducation
3.375,3.5,3.625,3.375,3.25,3.625,-4,1,2,0,2,civil engineering
2.875,1.875,2.875,3.75,2.625,2.25,1,0,3,0,1,geoinformation
1.5,1.625,3.125,2.125,3.75,4.125,-1,-5,6,4,0,communication
2.25,1.875,1.75,4.625,2.75,4.5,4,2,1,1,-1,biblical literatureeducation
2.0,3.5,4.0,3.625,3.0,3.375,0,5,6,2,6,mathematics
1.75,1.875,2.75,2.0,2.625,2.75,-2,-1,-3,-6,3,international business
2.75,2.625,3.25,3.375,3.0,1.75,-1,0,0,1,4,business
2.25,1.5,2.375,4.375,2.0,1.25,1,2,1,1,-1,geoinformation
1.875,2.0,1.5,2.875,3.0,4.5,-2,3,4,1,0,business administration
2.375,3.5,3.5,5.0,3.25,1.75,2,6,2,1,6,nursing
1.0,3.0,3.125,3.0,1.125,1.25,1,4,2,2,3,kinesiology
2.125,1.25,2.375,3.625,3.0,3.0,0,1,0,-5,2,graphic design
1.75,3.0,2.125,1.0,1.0,1.0,-4,1,-5,2,2,premed
2.0,1.625,1.25,3.0,2.25,1.75,1,-1,-1,5,-1,property management
3.125,2.75,3.375,2.5,2.0,3.375,-4,5,2,3,1,hospitality management
1.5,2.0,3.0,3.25,1.25,1.75,3,4,5,-1,1,accountant
2.625,3.75,3.75,3.75,3.25,2.875,0,0,5,3,2,economics
1.25,2.625,4.0,2.625,1.375,1.0,-3,-4,-3,3,4,english
1.0,1.125,1.625,2.75,1.125,1.25,-5,6,4,0,6,human development and family studies
1.0,1.625,2.625,3.625,2.25,3.0,6,4,-3,3,5,political science
1.25,3.75,3.375,3.625,2.0,1.125,-3,6,-1,1,6,art
1.625,3.375,2.75,3.625,2.375,3.0,-3,4,4,-2,3,psychology
1.25,3.0,3.875,4.5,2.125,1.25,4,5,1,3,6,social work
3.0,5.0,4.875,4.0,3.0,4.5,6,0,6,6,6,computer engineering
2.875,3.125,3.625,3.0,2.25,2.5,-1,-2,-3,1,2,psychology
3.375,2.25,3.25,2.625,3.25,3.375,-1,3,-3,-1,-1,engineering
2.25,3.125,3.625,1.875,3.5,2.875,-2,5,-3,-3,2,it
1.0,1.0,3.5,3.5,2.125,1.25,6,-3,-5,-4,1,communication studies
2.5,2.0,2.25,2.875,2.625,2.0,4,4,0,4,0,property
3.375,3.875,3.75,4.125,2.875,3.75,5,0,1,1,5,art
2.375,3.875,4.375,3.875,2.5,1.25,5,4,-3,0,6,interdisciplinary humanities
3.375,2.75,3.625,3.5,2.125,2.0,-1,0,3,5,6,physics
1.125,3.375,3.0,3.125,3.25,1.125,-5,0,5,-1,1,marketing
2.5,4.5,4.625,4.625,4.5,2.125,6,3,3,4,6,history
1.0,1.0,2.5,2.875,1.375,1.0,1,-1,0,-1,3,graphic design
1.25,2.0,2.625,4.0,2.375,1.375,5,1,2,5,1,organization development
2.375,3.5,1.75,2.25,2.125,2.5,-2,6,6,2,2,social science
1.0,1.0,2.5,3.75,2.5,1.0,5,5,5,6,5,psychology
1.0,1.0,1.125,3.0,1.5,1.5,-2,1,-3,-2,-2,law
2.125,4.125,2.625,2.875,2.5,3.375,3,4,6,2,2,human resources management
2.75,2.875,2.125,2.625,1.375,4.25,1,5,4,1,1,french
2.125,4.25,2.875,2.875,1.625,3.5,-1,0,5,-4,4,english
1.25,2.875,3.5,3.875,1.625,2.125,1,1,6,0,0,psychology
2.25,4.0,4.375,4.25,2.625,2.0,-4,6,5,5,5,computer science
1.25,1.5,2.75,4.0,2.125,1.875,1,1,1,2,1,social work
3.0,4.5,1.875,3.5,3.875,4.0,4,5,5,6,4,mathematics
1.0,2.0,2.375,3.5,1.75,1.125,4,-1,0,1,0,english
2.875,2.125,2.0,4.5,3.125,4.625,1,6,0,4,2,business
1.5,1.5,1.75,3.625,2.375,4.625,1,-5,1,-4,5,business
1.25,1.375,1.0,2.5,2.625,3.875,-3,3,5,-1,0,human resources
1.5,2.625,2.625,3.75,1.875,1.625,-2,1,1,0,1,engineering
2.375,3.5,3.5,3.375,2.5,3.25,-2,1,3,1,3,seaman
2.125,5.0,3.125,3.625,2.875,2.5,0,0,0,0,0,medicine
1.0,1.0,1.0,2.5,3.25,1.375,1,6,0,0,5,marketing
2.375,3.75,4.25,4.25,2.875,3.0,1,-1,2,3,0,educational psychology
5.0,2.75,2.25,3.625,3.5,4.375,4,3,-3,-1,5,civil enginering
1.25,2.125,3.125,2.875,3.25,3.5,-2,2,-2,-3,-1,philosophy
2.875,3.0,2.75,3.75,2.625,2.625,1,1,5,4,4,nursing
4.0,2.375,2.25,2.625,1.875,4.0,-6,0,-2,-4,0,computer
1.25,1.625,2.75,1.375,1.0,1.0,-5,-2,4,-2,5,english
4.875,4.375,4.0,4.5,4.0,3.5,5,1,2,2,5,marine
2.375,4.25,3.625,4.5,3.0,1.875,-2,5,1,4,1,agriculture science
2.5,3.5,2.5,3.875,3.875,4.125,-3,2,6,0,1,agricultural science
1.75,2.25,2.625,4.375,3.0,4.125,-2,7,3,1,0,accounting
3.125,4.625,3.5,4.875,3.875,3.625,-6,0,6,6,3,agriculture
2.0,3.0,2.625,3.875,3.75,4.0,-3,2,2,-2,4,psychology
3.375,3.375,4.0,4.375,2.875,3.0,-1,0,4,3,5,civil engineering
4.0,2.25,2.625,3.125,2.5,3.375,-2,1,0,0,1,engineer
1.0,0.875,2.25,1.125,0.875,1.25,-2,2,1,-1,-1,english
1.0,3.125,1.75,3.5,1.0,2.5,0,1,1,0,6,counseling
3.25,3.0,3.0,3.0,3.0,3.0,0,0,3,1,0,engineering
1.375,3.0,3.125,2.875,2.5,1.625,-2,0,0,-2,5,psychology
4.25,2.25,2.0,3.625,3.25,3.375,1,-1,5,2,0,electrical engineering
2.375,3.25,1.375,1.875,1.375,3.625,-5,3,4,-1,-1,management
4.125,4.875,2.125,4.0,2.75,3.625,-3,3,5,4,2,computer engineering
3.25,2.375,4.25,3.375,3.5,1.875,3,1,-1,2,5,architecture
0.875,2.0,1.5,1.25,1.5,0.875,1,0,0,0,1,civil
2.75,3.125,3.0,4.625,3.75,3.75,-5,4,5,1,3,abm
2.0,1.625,4.25,3.375,2.875,2.125,0,4,4,-1,3,accountancy and business management
2.0,2.875,4.0,4.0,3.625,1.0,4,4,-4,3,6,management
3.75,3.875,2.625,3.875,2.625,3.625,5,0,4,1,3,electrical engineering
2.0,2.125,1.125,1.875,2.0,3.5,-1,-3,1,-4,3,mechanical engineering
1.25,4.75,2.875,2.25,2.375,1.875,-1,-2,2,3,6,psychology
4.0,1.5,1.375,3.0,2.5,4.0,0,-2,6,2,2,information technology
3.125,2.75,3.0,3.375,3.875,4.375,5,6,5,6,-3,business administration
1.5,2.0,3.125,4.625,3.0,2.625,1,6,2,2,5,fashion
4.125,4.0,4.25,4.25,3.625,3.625,-1,1,5,5,4,english
3.375,3.25,3.125,2.875,3.625,1.875,3,1,-1,4,-2,finance
1.75,4.375,4.375,2.75,1.75,2.125,4,0,0,1,6,physics
1.0,1.5,1.625,2.25,1.75,1.0,3,2,2,0,5,psychology
1.875,1.875,3.0,3.875,2.75,2.125,5,5,5,-1,2,communication
1.125,2.0,1.5,3.5,3.125,2.5,6,4,4,2,4,communication
1.25,4.375,2.75,3.375,1.5,1.125,3,3,6,4,5,therapy
1.0,3.375,2.875,2.75,1.0,1.0,0,4,1,1,6,english
1.0,2.0,2.25,1.25,2.75,1.875,-2,5,6,3,5,business
1.0,1.5,3.375,3.25,3.25,1.25,3,2,0,-2,6,economics
1.25,2.625,2.0,4.625,3.25,2.75,-3,2,2,4,6,medical assistant
1.375,3.125,2.5,4.125,1.5,1.0,-6,6,4,6,6,3d design
1.125,3.375,3.375,4.375,3.0,2.625,-3,1,-1,3,6,psychology
4.5,2.625,1.875,3.0,3.625,4.0,2,-1,3,0,0,business
3.375,3.75,4.125,3.875,3.125,1.875,0,3,1,3,6,law
1.625,3.0,4.625,3.75,2.75,2.0,-2,1,-1,-6,-3,theater
3.125,2.875,2.0,3.125,1.375,2.375,0,2,-3,0,3,engineering
2.5,1.625,2.375,4.25,3.875,3.375,1,1,5,1,5,criminal justice
1.375,1.75,2.0,3.375,1.875,2.875,-1,-1,6,6,-1,medical administrative assistant
1.75,2.375,2.5,2.625,3.0,4.75,-5,3,6,6,2,phychology
2.375,1.375,1.375,3.875,3.125,3.375,2,3,2,5,0,mba
2.875,3.75,4.25,3.875,2.25,2.125,0,4,4,6,5,japanese
2.25,2.75,1.25,2.375,4.0,3.75,-1,-3,2,-1,-2,business management
2.875,3.125,3.0,3.5,3.125,3.5,-2,-2,2,-5,4,biomedical engineering
2.0,2.5,2.625,2.75,3.25,2.5,3,1,-1,-5,1,management
2.375,4.625,2.25,2.875,1.125,2.625,-5,5,2,0,4,neuroscience
1.375,4.5,5.0,5.0,2.0,1.5,0,0,2,0,4,communication research
3.0,3.375,2.0,3.875,3.625,3.375,-1,-1,5,1,3,politcal science
1.25,2.5,4.25,3.0,2.5,1.125,-3,5,1,0,6,english psychology
1.5,2.875,2.0,3.75,2.0,2.0,-2,0,0,1,2,psychology
2.875,3.875,4.125,4.25,2.625,3.0,2,6,6,6,2,human resources development
3.125,3.625,3.625,3.75,3.0,3.625,-1,3,6,0,5,human resource development
3.625,2.5,2.75,4.5,3.625,3.0,2,1,1,1,2,human resources
1.5,2.0,2.5,4.0,2.875,1.875,-1,6,-1,4,4,human resource
3.125,5.0,4.75,4.5,3.75,2.625,5,-1,-3,-4,5,psychology
3.5,3.25,2.0,3.375,3.125,3.75,-3,5,-3,-4,1,psychology
1.375,3.25,3.375,3.75,2.625,1.75,-3,4,-3,3,-1,psychology
1.0,1.0,1.25,2.75,2.375,2.375,4,-1,1,3,-1,psychology
3.5,1.375,3.75,1.75,2.375,2.125,0,-2,4,1,4,civil engineering
1.75,2.5,1.75,3.625,2.75,4.0,-4,0,2,-1,-1,health science
3.5,4.25,4.125,3.375,2.75,3.0,2,3,-1,1,3,materials engineering
3.0,2.875,3.875,3.625,3.0,3.25,0,3,1,2,2,finance
3.0,3.875,3.375,3.75,3.0,2.25,2,3,5,5,3,public health
2.375,4.125,4.125,3.875,3.25,1.625,0,2,6,3,3,english
2.0,2.875,3.875,3.625,2.5,2.125,-3,5,-1,4,3,music
1.875,3.5,4.0,3.125,2.875,2.0,1,2,0,4,3,translation
3.125,3.625,2.875,3.5,3.25,4.0,1,0,2,5,4,engineering
1.125,2.25,4.375,3.875,2.5,1.25,5,2,3,-1,5,early childhood
2.125,3.125,3.75,4.5,4.125,3.5,-1,1,3,0,1,science
2.0,3.25,3.875,2.875,1.625,1.875,1,1,3,1,3,accounting
1.875,2.75,2.25,2.875,2.25,3.0,-4,4,4,-4,2,psychology
1.5,1.5,1.75,3.75,2.75,3.0,-4,4,1,-1,0,psychology
1.25,1.5,1.5,3.0,2.75,2.375,2,1,4,-2,5,psychology
1.0,4.0,2.5,5.0,3.875,1.875,0,5,1,-3,0,sociology
2.25,4.125,2.75,4.25,2.375,1.75,5,1,6,2,1,psychology
2.75,3.625,3.25,4.0,3.875,4.125,1,5,6,5,6,marketing
1.125,3.125,2.25,2.375,1.625,2.25,-1,0,5,1,5,nutrition
1.375,1.875,3.5,4.5,4.125,2.375,6,1,5,-1,6,hospitality management
3.625,3.375,2.125,3.5,3.5,3.625,-1,2,4,2,4,computer science
1.0,2.875,3.125,4.125,2.625,1.125,-2,4,1,-2,4,law
1.875,1.75,2.75,3.375,2.75,1.75,0,4,4,-4,2,english
1.875,2.0,2.0,2.0,1.125,1.0,-2,5,2,-2,1,accounting
1.75,1.75,4.0,3.0,1.625,1.375,-2,-2,5,-4,4,media studies
3.25,4.25,2.375,1.75,1.5,1.875,-4,3,0,4,0,zoology
3.0,3.5,3.375,2.5,2.25,3.25,-2,-2,2,0,2,math
2.375,3.125,1.75,4.25,3.125,3.125,-5,0,1,6,0,business
1.5,1.0,2.375,2.125,1.0,1.0,-3,0,0,-3,2,engineering
1.0,1.625,1.625,3.375,1.375,1.0,-2,4,-4,-2,4,english
1.25,2.25,4.375,4.0,2.25,1.5,-2,3,1,-2,6,english
2.0,3.25,4.375,4.75,3.375,3.625,1,6,6,4,6,psychology and social behavior
1.625,2.375,2.125,3.125,2.875,2.375,3,-4,1,-5,-4,exploratory
1.75,4.5,4.0,4.25,3.5,2.5,0,2,2,-2,1,industrial organizational psychology
4.125,4.5,3.875,3.875,2.5,3.5,2,-4,-4,0,6,physics
1.5,2.0,1.375,2.375,2.875,2.875,0,4,6,3,-1,finance and marketing
2.875,4.5,3.125,3.625,2.25,3.625,2,2,6,-1,1,counseling psychology
3.375,3.125,3.5,3.125,2.625,3.5,4,2,6,3,1,engineering
1.625,2.375,3.0,3.125,2.125,1.875,-3,3,3,2,-2,english
2.125,2.125,4.125,3.0,3.0,1.75,-6,0,-1,-3,0,management
1.125,2.5,1.375,4.5,2.625,2.375,4,2,5,3,0,sports administration
1.875,2.875,2.125,3.875,1.0,1.625,-5,5,5,-5,5,psychology
1.125,1.5,4.5,4.125,3.5,2.75,4,2,1,3,0,psychology
3.5,2.5,1.875,1.5,1.5,1.375,-1,0,4,6,2,mechanical engineering
3.875,2.5,2.375,3.0,3.25,3.0,1,-2,2,2,5,engineering
3.75,2.375,3.125,1.125,1.125,1.5,-6,0,4,4,4,art
1.125,3.75,3.125,3.875,2.5,1.125,4,3,-2,-1,4,rehabilitation
1.25,3.125,4.625,2.5,1.875,1.625,-4,-2,2,1,2,history
1.25,1.25,1.125,1.375,3.0,2.125,3,-2,6,3,1,business
3.0,4.0,3.25,3.375,2.25,4.125,-3,0,-2,-4,1,physics
3.25,2.75,3.125,3.5,2.625,3.125,-6,5,1,6,-1,english
2.875,4.625,2.875,3.5,2.0,2.0,6,1,0,-5,5,psychology
1.625,3.0,2.375,3.875,2.25,1.25,4,1,5,4,2,spanish
1.625,3.25,3.125,3.125,3.125,2.625,4,5,1,5,3,liberal arts
4.375,3.5,4.625,4.125,2.625,4.875,-5,-1,3,-1,0,psych
2.5,4.375,3.875,4.75,4.0,3.125,2,1,6,3,4,philosophy
2.75,3.625,3.75,4.25,3.625,3.125,6,6,0,-6,0,communication
2.875,3.875,1.875,3.75,1.25,1.5,-5,2,6,4,3,psychology
1.25,2.75,2.125,2.0,3.625,2.0,-1,6,4,4,3,business
1.625,3.375,3.5,3.25,2.75,2.75,-2,-2,-4,4,4,english
2.75,2.75,1.25,2.375,1.25,2.75,-3,2,0,-1,2,computer
2.625,3.625,3.875,2.125,3.375,2.875,1,-2,2,0,2,psychology
2.75,2.5,1.75,3.5,3.375,2.625,-4,1,1,1,2,business management
2.25,3.125,3.25,2.875,3.875,3.25,1,2,2,3,2,business management
1.75,2.0,3.0,3.25,2.875,1.5,6,4,3,0,6,business
1.0,4.125,2.625,3.875,2.875,1.0,0,2,2,0,-1,nursing
0.875,4.875,4.125,3.875,2.5,1.125,0,4,3,-4,3,communication
4.5,4.75,5.0,4.875,4.625,4.25,6,6,6,6,6,operations management
2.25,1.0,3.0,1.625,2.75,2.875,-1,2,1,-1,4,electronics engineering
1.25,1.5,1.5,1.875,1.25,1.875,-4,3,0,1,-4,english
4.875,5.0,5.0,4.875,5.0,4.625,6,6,6,6,6,operations management
4.75,4.375,5.0,5.0,5.0,5.0,6,6,6,6,6,operations management
1.375,3.125,3.25,1.625,2.625,1.625,2,-1,1,-3,4,veterinary science
2.125,2.25,4.625,2.75,3.75,4.375,-2,4,3,-3,3,hospitality
2.5,3.625,3.75,4.125,2.5,4.125,-5,-1,0,-1,2,sociology
1.25,4.5,3.75,3.375,1.625,1.125,-4,2,3,1,5,robotic engineering
1.5,4.75,2.75,3.375,2.25,1.75,6,2,-4,0,0,engineering
1.625,2.375,3.125,4.375,2.125,1.75,4,3,4,1,4,psychology
2.375,2.0,2.625,4.875,4.0,3.0,-5,3,-2,-3,-2,history
2.25,2.0,3.625,3.75,2.75,2.875,3,1,2,-1,3,psychology
1.75,3.875,4.125,4.375,3.125,2.0,-1,5,3,3,5,economics
1.0,2.5,1.25,3.125,1.0,1.0,-2,0,1,-6,2,psychology
3.75,4.125,2.625,4.125,3.25,2.75,5,1,6,3,2,business
3.125,4.25,3.25,3.375,1.625,2.5,-2,3,1,-3,5,physicsmath
3.0,2.875,3.375,4.0,3.0,3.25,2,-2,1,0,-3,marine
1.75,2.125,2.75,2.25,2.625,3.875,6,1,1,3,1,accounting
1.125,1.625,4.125,3.25,1.625,1.0,0,0,-6,0,0,english
1.375,1.5,2.875,3.125,3.625,1.25,-3,5,6,-2,3,economics
1.0,4.125,4.0,3.375,1.125,3.75,4,6,0,2,1,counseling
2.875,3.625,3.25,4.375,4.0,3.25,4,-6,2,-4,3,bba
3.0,1.5,3.75,4.75,4.625,4.0,5,-2,2,2,-1,bcom
2.5,1.375,1.25,3.375,3.0,3.75,-4,4,5,6,2,international business
2.125,2.375,2.875,2.875,2.125,2.625,-4,1,1,-6,2,politics
1.25,1.375,1.125,2.875,1.875,1.75,-1,3,4,2,-1,management
1.25,3.5,3.375,3.25,3.25,2.875,5,0,2,4,6,business administration
2.25,4.75,3.75,3.25,1.875,2.75,-1,0,1,-1,5,science
1.25,5.0,2.125,2.375,1.875,2.0,-6,-4,0,-5,-1,veterinary medicine
4.0,1.625,2.125,2.25,4.25,3.625,1,0,1,0,2,business
1.75,3.0,1.75,4.375,2.375,1.625,-1,6,2,-1,0,counseling
1.0,1.0,1.375,3.0,1.5,1.125,-2,-1,6,-1,-1,communications
1.75,1.625,1.75,3.125,2.625,1.875,5,5,0,-1,-1,exploratory
1.25,2.625,3.5,3.75,2.75,2.25,6,-2,6,0,6,business
1.5,2.75,4.0,1.625,1.875,1.125,-4,-3,0,1,3,business
1.75,4.25,3.625,3.25,1.375,3.0,2,0,1,6,2,chemistry
1.0,3.5,3.625,3.875,1.0,1.125,-5,4,4,1,6,psychology
2.375,2.875,2.5,3.0,2.25,2.375,1,5,6,6,2,computer science
1.5,4.125,2.875,4.375,3.625,3.75,-1,3,3,-2,2,nursing
3.125,2.875,3.625,4.125,4.375,3.875,-1,2,1,1,6,engineering
1.125,2.5,4.125,4.625,4.0,1.875,0,5,5,2,4,social work
2.0,4.625,4.0,3.75,3.25,3.0,-4,6,1,0,5,psychology
1.875,2.75,2.125,3.5,2.375,3.5,-1,0,6,2,4,special education
1.5,1.375,3.875,3.25,3.5,2.625,5,5,5,1,5,human resources
1.75,3.625,3.5,3.625,1.75,1.125,0,-2,2,0,3,politic
0.875,0.875,1.75,2.375,2.0,1.125,0,0,0,0,0,music
1.625,2.25,3.625,3.875,2.875,3.0,3,2,4,-1,-2,psychobiology
1.875,4.375,2.25,4.0,3.0,2.25,3,5,3,6,4,business
3.0,2.5,2.5,2.625,2.125,2.0,-1,2,2,3,-2,agricultural business
2.75,2.125,2.125,2.5,3.125,3.75,-2,2,2,6,1,medicine
1.625,2.25,3.25,3.25,2.75,2.875,-3,0,4,-2,1,political science
2.625,2.875,1.625,4.25,2.25,1.625,0,2,4,-1,2,counseling
1.75,4.875,4.0,3.5,2.75,2.125,-1,1,2,2,3,mythology and folklore
1.125,4.0,3.75,3.0,2.75,1.5,-5,2,2,3,5,environmental studies
1.125,3.75,1.75,2.375,1.625,1.625,0,0,0,0,0,psychology
2.25,2.75,2.75,4.0,3.75,2.875,5,1,3,1,-2,science
1.75,2.875,1.75,3.75,2.375,1.5,3,4,5,1,2,physical therapist assistant
2.875,3.625,3.625,4.375,4.375,4.625,1,5,2,5,5,finance
3.125,3.375,4.0,3.875,3.625,2.375,1,3,2,6,3,english
2.375,3.75,2.25,4.5,1.875,2.125,4,5,3,5,3,psychology
1.25,2.875,1.375,1.875,1.0,1.625,-6,1,2,-4,-2,nursing
1.375,4.5,2.625,4.625,1.625,1.25,6,3,2,4,4,nursing
2.375,4.375,2.25,3.75,2.125,2.0,-2,2,5,1,0,psychology
1.875,4.125,3.25,3.875,3.875,4.0,4,-1,6,1,3,psychology
1.75,4.75,3.625,4.125,2.625,2.375,-1,3,2,3,3,mythology and folklore
1.0,3.25,1.0,3.0,1.0,1.0,-1,2,0,0,3,biology
2.125,4.25,2.75,3.375,3.625,3.5,-3,3,5,4,5,accounting
1.75,4.625,4.75,3.75,2.625,1.75,6,-1,3,1,6,finance  economics
1.625,3.25,4.375,4.375,3.125,1.625,-6,4,6,1,6,mathematics
2.75,3.5,3.375,4.875,3.625,3.125,6,-1,6,5,6,finance
1.875,5.0,4.75,3.5,3.625,3.125,0,2,6,6,4,finance
1.875,2.0,1.625,4.25,3.75,4.75,3,3,7,4,1,business management
3.875,2.625,2.375,3.625,3.5,3.25,4,-2,2,-1,2,mechanical engineering
2.375,2.75,2.5,4.5,2.75,2.375,5,2,5,5,5,finance
2.25,2.75,2.125,2.125,4.0,3.375,4,0,2,-4,4,engineering
2.5,3.5,3.0,4.5,3.625,4.125,0,6,6,5,3,management
1.75,3.5,4.25,3.625,3.0,1.625,2,4,3,4,3,photography
3.375,4.125,3.5,4.125,4.25,2.75,4,2,5,-1,0,mass communication
3.0,3.375,2.5,4.125,2.875,3.625,0,2,6,4,0,management
3.0,4.125,4.0,3.375,4.0,4.625,-1,-1,2,-1,3,business
2.375,4.375,4.25,4.25,2.625,2.375,0,5,4,2,5,psychology
1.0,1.5,1.875,2.375,1.0,1.0,-1,4,-2,1,2,political studies
2.0,1.375,1.625,3.25,3.125,3.25,-5,4,3,-1,-1,history
3.0,2.25,3.625,2.75,3.625,3.0,3,0,-1,1,1,business
1.125,1.25,2.125,3.5,2.5,1.375,6,5,4,-2,5,arts administration
3.0,3.5,4.0,3.375,2.875,2.75,-4,5,2,-1,3,real estate
2.125,3.375,1.75,4.0,2.0,1.75,-1,3,3,4,3,teaching
1.125,1.5,1.625,2.5,1.625,1.25,-4,3,2,-2,1,world history
2.25,1.875,2.5,1.875,2.625,3.0,-1,2,3,-2,4,finance
1.25,2.625,3.25,4.0,2.625,2.25,3,-2,3,-2,5,sociology
1.75,3.5,4.125,3.5,2.625,3.375,5,-1,6,6,6,business
1.5,2.75,3.0,4.5,3.0,1.75,3,3,2,2,2,psychology
1.875,3.25,2.125,3.75,2.0,4.625,-3,5,2,-2,0,accounting
2.125,3.0,2.375,3.875,3.625,2.625,2,2,2,-2,2,animal science
3.0,3.5,2.25,3.625,3.875,3.25,-1,1,3,0,-2,business
1.875,4.125,4.75,4.125,2.5,1.375,-2,0,-5,-2,5,psychology
1.375,1.0,2.625,3.0,3.125,1.125,-2,1,0,-6,3,music
1.375,2.5,3.375,4.0,2.625,2.25,-4,2,3,0,5,psychology
2.25,3.875,2.875,2.375,2.125,2.25,-3,4,-1,-1,3,general management
1.0,1.625,1.0,2.875,1.125,1.75,4,2,6,0,6,psychology
1.125,3.375,3.375,3.875,2.125,1.25,1,3,1,3,4,psychology
1.75,1.375,2.625,3.875,3.0,1.75,0,3,3,2,3,psychology
1.0,1.625,4.625,4.0,2.375,1.0,6,5,3,4,6,counseling psychology
1.75,4.0,2.75,3.875,1.875,2.625,2,5,6,2,4,psychology
3.875,2.25,3.25,2.5,3.25,3.875,3,1,4,2,3,mechanics
2.375,2.75,1.875,1.75,2.375,2.625,-2,0,4,5,4,computer  science
1.0,1.5,3.0,3.375,1.125,2.5,-2,4,4,6,-1,counseling
2.75,3.125,2.0,2.875,2.875,3.375,-1,0,4,2,0,mechanical engineering
1.375,1.375,1.0,1.75,1.0,1.125,4,3,4,4,-1,math
2.125,3.25,3.375,4.125,2.625,3.0,3,4,5,1,5,international trade
1.125,2.875,3.125,2.875,1.875,1.75,-5,4,4,0,0,criminal justice
2.375,2.5,4.75,3.5,1.75,1.125,6,6,6,6,5,graphic design
2.0,3.875,3.125,4.5,1.875,1.375,6,1,5,3,5,art
2.25,2.125,3.0,4.0,3.125,3.25,-5,4,2,2,-1,psychology
1.125,1.75,1.0,2.875,1.75,1.25,-1,4,2,3,2,health science
1.0,1.0,2.125,4.125,1.5,1.375,6,3,0,0,5,psychology
1.0,1.5,1.25,3.75,1.0,1.25,4,1,4,2,3,counseling
1.375,3.5,2.125,3.375,3.125,2.75,6,2,1,2,1,psychology
1.0,2.0,1.0,2.5,1.5,1.0,3,-1,4,-4,1,biology
1.0,2.375,3.0,4.625,3.0,1.0,6,5,6,1,3,social work
2.125,1.875,2.625,4.375,3.375,2.375,5,5,6,3,5,divinity
2.875,3.875,2.25,2.125,2.0,3.125,-2,5,6,5,2,mechanical engineering
1.25,3.375,1.5,2.125,1.375,1.625,2,-1,4,3,4,dentistry
2.0,2.375,2.375,2.875,3.125,2.75,1,2,-1,-3,-1,management
3.75,4.375,3.75,3.125,2.75,2.875,2,-2,5,-2,6,computer engineering
1.0,2.625,2.75,3.5,2.0,1.5,6,5,6,2,5,communications
2.25,3.875,3.75,4.125,2.375,2.125,6,6,5,1,5,biotechnology
2.375,2.875,4.125,4.25,2.5,2.25,0,0,5,-2,4,creative
2.375,4.125,2.5,2.375,2.875,3.0,0,1,1,-3,3,finance
1.25,4.25,4.0,3.0,1.125,1.0,5,1,6,-2,5,psychology
2.125,3.625,1.125,1.25,2.0,3.875,-2,3,0,1,-1,biology
3.625,3.125,3.0,3.375,2.25,4.375,-2,-3,6,4,0,psychology
1.125,2.5,3.375,3.125,2.625,2.125,-5,-2,0,-6,0,law
1.125,3.625,2.875,3.625,2.0,1.75,-1,6,4,2,0,counseling
2.5,3.25,3.375,3.5,3.875,3.25,3,1,5,1,3,management
